Zone,State,City,Place Name,Type,Best Visit Time,Entry Fee,Trip Cost,Stay Duration,Activity Level,Ideal For,Nearest Hub
South,KL,Vagamon,Pine Forests,Nature,Year-round,0,3000-7000,2 Days,Medium,Friends,Kochi Airport
South,KL,Varkala,Varkala Cliff,Beach,Nov-Mar,0,7000-14000,2 Days,Medium,"Solo, Couples",Trivandrum Airport
South,KL,Varkala,Varkala Beach,Beach,Nov-Mar,0,2000-6000,2 Days,Medium,Solo/Couples,Trivandrum Airport
South,KL,Wayanad,Banasura Sagar,Nature,Sep-Mar,10,5000-10000,1 Day,Medium,Family,Calicut Airport
South,KL,Wayanad,Edakkal Caves,History,Sep-Mar,20,3000-6000,1 Day,High,Friends,Calicut Airport
South,KL,Wayanad,Soochipara Falls,Nature,Sep-Mar,50,1000-3000,1 Day,High,Friends,Calicut Airport
South,KL,Wayanad,Pookode Lake,Nature,Sep-Mar,20,500-1500,1 Day,Low,Family,Calicut Airport
South,KL,Wayanad,Chembra Peak,Trek,Sep-Mar,750,5000-8000,1 Day,High,Solo,Calicut Airport
South,KL,Wayanad,Banasura Sagar Dam,Nature,Oct-May,10,500-1500,1 Day,Medium,All,Calicut Airport
South,KL,Wayanad,Kuruva Island,Nature,Oct-May,80,500-1500,1 Day,Medium,Nature Lovers,Calicut Airport
South,KL,Wayanad,Wayanad Wildlife Sanctuary,Wildlife,Oct-May,200,2000-5000,1 Day,Medium,Wildlife Lovers,Calicut Airport
South,PY,Puducherry,Pondicherry Promenade,Beach,Oct-Mar,0,500-2000,1 Day,Low,All,Chennai Airport
South,TL,Hyderabad,Charminar,History,Year-round,25,1000-3000,1 Day,Medium,All,Hyderabad Airport
South,TL,Hyderabad,Golconda Fort,History,Oct-Mar,25,2000-5000,1 Day,High,Friends,Hyderabad Airport
South,TL,Hyderabad,Ramoji Film City,Entertainment,Year-round,1150,5000-10000,1 Day,Medium,Family,Hyderabad Airport
South,TL,Hyderabad,Hussain Sagar,Nature,Evening,0,1000-3000,1 Day,Low,All,Hyderabad Airport
South,TL,Hyderabad,Birla Mandir,Spiritual,Year-round,0,200-1000,1 Day,Medium,Family,Hyderabad Airport
South,TL,Hyderabad,Salar Jung Museum,History,Year-round,50,500-1500,1 Day,Low,All,Hyderabad Airport
South,TL,Hyderabad,Lumbini Park,Nature/Entertainment,Evening,20,500-1500,1 Day,Low,Family,Hyderabad Airport
South,TL,Hyderabad,Nehru Zoological Park,Wildlife,Year-round,50,1000-3000,1 Day,High,Kids,Hyderabad Airport
South,TL,Hyderabad,Chowmahalla Palace,History,Year-round,80,1000-3000,1 Day,Low,All,Hyderabad Airport
South,TL,Hyderabad,Ramakrishna Math,Spiritual,Year-round,0,100-500,1 Day,Low,All,Hyderabad Airport
South,TL,Hyderabad,Paigah Tombs,History,Year-round,0,500-1500,1 Day,Low,Solo,Hyderabad Airport
South,TL,Hyderabad,Birla Planetarium Hyderabad,Science,Year-round,150,200-1000,2 Hours,Low,Students/Kids,Hyderabad Airport
South,TL,Hyderabad,NTR Gardens,Nature/Garden,Year-round,20,200-1000,1 Day,Low,Families,Hyderabad Airport
South,TL,Hyderabad,Snow World,Entertainment,Year-round,500,1000-3000,3 Hours,Medium,Kids/Families,Hyderabad Airport
South,TL,Hyderabad,Sudha Cars Museum,Museum,Year-round,50,100-500,1 Hour,Low,Curiosity Seekers,Hyderabad Airport
South,TL,Hyderabad,Makkah Masjid,Spiritual,Year-round,0,100-500,1 Hour,Low,Pilgrims,Hyderabad Airport
South,TL,Medak,Medak Cathedral,Spiritual,Year-round,0,1000-3000,1 Day,Low,Family,Hyderabad Airport
South,TL,Nalgonda,Nagarjuna Sagar,Nature/Engineering,Oct-Mar,0,3000-6000,1 Day,Low,Family,Hyderabad Airport
South,TL,Nirmal,Kuntala Waterfall,Nature,Sep-Dec,0,2000-5000,1 Day,High,Friends,Hyderabad Airport
South,TL,Warangal,Thousand Pillar,Spiritual,Year-round,0,3000-6000,1 Day,Low,Family,Hyderabad Airport
South,TL,Warangal,Ramappa Temple,History/Spiritual,Year-round,0,2000-5000,1 Day,Low,All,Hyderabad Airport
South,TL,Warangal,Laknavaram Lake,Nature,Oct-Mar,50,2000-5000,1 Day,Medium,Friends,Hyderabad Airport
South,TL,Warangal,Warangal Fort,History,Oct-Mar,25,500-1500,1 Day,Medium,History Buffs,Hyderabad Airport
South,TL,Warangal,Thousand Pillar Temple,History/Spiritual,Oct-Mar,0,200-1000,2 Hours,Low,History Lovers,Hyderabad Airport
South,TN,Ambasamudram,Papanasam Falls,Waterfall,Oct-Mar,0,200-1000,1 Day,Medium,Pilgrims,Tuticorin Airport
South,TN,Ambasamudram,Manimuthar Falls,Waterfall,Oct-Mar,10,200-1000,1 Day,Medium,Nature Lovers,Tuticorin Airport
South,TN,Ariyalur,Gangaikonda Cholapuram,History,Oct-Mar,20,500-1500,1 Day,Low,History Buffs,Tiruchirappalli Airport
South,TN,Chennai,Marina Beach,Beach,Evening,0,500-2000,1 Day,Low,All,Chennai Airport
South,TN,Chennai,Kapaleeshwarar,Spiritual,Year-round,0,1000-3000,1 Day,Low,Family,Chennai Airport
South,TN,Chennai,Kapaleeshwarar Temple,Spiritual,Year-round,0,100-500,1 Day,Low,Pilgrims,Chennai Airport
South,TN,Chennai,Fort St. George,History,Year-round,25,200-1000,2 Hours,Low,History Lovers,Chennai Airport
South,TN,Chennai,Arignar Anna Zoological Park,Wildlife,Year-round,50,200-1000,1 Day,Medium,Families/Kids,Chennai Airport
South,TN,Chennai,DakshinaChitra,Culture/Art,Year-round,100,200-1000,3 Hours,Low,Culture Seekers,Chennai Airport
South,TN,Chennai,Guindy National Park,Wildlife,Year-round,20,100-500,2 Hours,Low,Nature Lovers,Chennai Airport
South,TN,Chennai,MGR Memorial,History/Park,Year-round,0,100-500,1 Hour,Low,All,Chennai Airport
South,TN,Chennai,San Thome Basilica,Spiritual/History,Year-round,0,100-500,1 Hour,Low,All,Chennai Airport
South,TN,Chennai,Vivekananda House,History/Spiritual,Year-round,20,100-500,1 Hour,Low,All,Chennai Airport
South,TN,Chennai,Elliot's Beach,Beach,Evening,0,100-500,2 Hours,Low,All,Chennai Airport
South,TN,Chennai,Parthasarathy Temple,Spiritual,Year-round,0,100-500,1 Hour,Low,Pilgrims,Chennai Airport
South,TN,Chidambaram,Nataraja Temple,Spiritual,Year-round,0,2000-5000,1 Day,Medium,Family,Chennai Airport
South,TN,Chidambaram,Pichavaram,Nature/Adventure,Oct-Mar,20,500-1500,1 Day,Medium,Nature Lovers,Tiruchirappalli Airport
South,TN,Coimbatore,Adiyogi Shiva,Spiritual,Year-round,0,2000-5000,1 Day,Low,All,Coimbatore Airport
South,TN,Coimbatore,Marudhamalai Temple,Spiritual,Year-round,0,500-2000,1 Day,Medium,Family,Coimbatore Airport
South,TN,Coimbatore,Valparai Plateau,Hill Station,Oct-Mar,0,2000-6000,2 Days,Medium,Nature Lovers,Coimbatore Airport
South,TN,Coimbatore,Gedee Car Museum,Museum,Year-round,50,100-500,1 Hour,Low,All,Coimbatore Airport
South,TN,Coimbatore,Velliangiri Hills,Nature/Spiritual,Feb-May,0,1000-3000,1 Day,High,Adventure Seekers,Coimbatore Airport
South,TN,Coonoor,Sim's Park,Nature,Year-round,30,100-500,2 Hours,Low,Families,Coimbatore Airport
South,TN,Coonoor,Dolphin's Nose,View Point,Oct-Mar,0,100-500,1 Hour,Low,Nature Lovers,Coimbatore Airport
South,TN,Coonoor,Lamb's Rock,View Point,Oct-Mar,0,100-500,1 Hour,Low,Nature Lovers,Coimbatore Airport
South,TN,Courtallam,Main Falls,Nature,Jun-Sep,0,2000-5000,1 Day,Medium,Family,Tuticorin Airport
South,TN,Dhanushkodi,Ghost Town,History/Beach,Oct-Mar,0,2000-4000,1 Day,Medium,Solo,Madurai Airport
South,TN,Dharmapuri,Hogenakkal Falls,Waterfall,Oct-Mar,0,500-2000,1 Day,Medium,Families/Friends,Bangalore Airport
South,TN,Kanchipuram,Kailasanathar Temple,Spiritual/History,Oct-Mar,0,200-1000,1 Day,Low,History Lovers,Chennai Airport
South,TN,Kanyakumari,Vivekananda Rock,Spiritual,Oct-Mar,50,4000-8000,1 Day,Medium,All,Trivandrum Airport
South,TN,Kanyakumari,Thiruvalluvar Statue,History,Oct-Mar,0,200-1000,1 Day,Medium,All,Trivandrum Airport
South,TN,Kanyakumari,Kumari Amman Temple,Spiritual,Year-round,0,100-500,1 Hour,Low,Pilgrims,Trivandrum Airport
South,TN,Kodaikanal,Kodai Lake,Lake,Apr-Jun,0,7000-13000,1 Day,Medium,"Family, Couples",Madurai Airport
South,TN,Kodaikanal,Coaker's Walk,Nature/View,Year-round,25,200-1000,1 Day,Low,All,Madurai Airport
South,TN,Kodaikanal,Silver Cascade,Waterfall,Year-round,0,100-500,1 Day,Low,All,Madurai Airport
South,TN,Kodaikanal,Bryant Park,Nature,Year-round,30,100-500,2 Hours,Low,Families,Madurai Airport
South,TN,Kodaikanal,Pillar Rocks,View Point,Oct-Mar,5,100-300,1 Hour,Low,Nature Lovers,Madurai Airport
South,TN,Kumbakonam,Airavatesvara Temple,History/Spiritual,Year-round,0,3000-6000,1 Day,Low,Family,Tiruchirappalli Airport
South,TN,Kumbakonam,Darasuram Airavatesvara,History,Oct-Mar,20,500-1500,1 Day,Low,History Buffs,Tiruchirappalli Airport
South,TN,Madurai,Meenakshi Amman,Spiritual,Year-round,0,3000-7000,1 Day,Medium,Family,Madurai Airport
South,TN,Madurai,Gandhi Memorial Museum,History,Year-round,0,100-500,1 Day,Low,All,Madurai Airport
South,TN,Madurai,Meenakshi Temple,Spiritual,Year-round,0,500-2000,1 Day,Medium,Pilgrims,Madurai Airport
South,TN,Madurai,Thirumalai Nayakkar Mahal,History,Year-round,10,100-500,2 Hours,Low,Architecture Lovers,Madurai Airport
South,TN,Madurai,Koodal Azhagar Temple,Spiritual,Year-round,0,100-500,1 Hour,Low,Pilgrims,Madurai Airport
South,TN,Mahabalipuram,Shore Temple,History,Oct-Mar,40,3000-6000,1 Day,Medium,All,Chennai Airport
South,TN,Mahabalipuram,Five Rathas,History,Oct-Mar,40,500-1500,1 Day,Medium,All,Chennai Airport
South,TN,Mahabalipuram,Arjuna's Penance,History,Oct-Mar,0,100-500,1 Hour,Low,History Buffs,Chennai Airport
South,TN,Mayiladuthurai,Tharangambadi Fort,History/Beach,Oct-Mar,10,500-2000,1 Day,Low,History Lovers,Tiruchirappalli Airport
South,TN,Nagapattinam,Poompuhar,History,Oct-Mar,0,1000-3000,1 Day,Low,All,Tiruchirappalli Airport
South,TN,Namakkal,Kolli Hills,Hill Station,Year-round,0,1000-4000,2 Days,High,Bikers/Nature,Trichy Airport
South,TN,Nilgiris,Coonoor Tea Gardens,Hill Station,Oct-Jun,0,2000-6000,2 Days,Low,Couples,Coimbatore Airport
South,TN,Nilgiris,Kotagiri Hills,Hill Station,Oct-Jun,0,1500-5000,2 Days,Low,Nature Lovers,Coimbatore Airport
South,TN,Nilgiris,Catherine Falls,Waterfall,Oct-May,0,500-1500,1 Day,Medium,Nature Lovers,Coimbatore Airport
South,TN,Ooty,Botanical Garden,Nature,Apr-Jun,30,5000-10000,1 Day,Medium,Family,Coimbatore Airport
South,TN,Ooty,Doddabetta Peak,Nature/View,Oct-May,10,1000-3000,1 Day,Low,All,Coimbatore Airport
South,TN,Ooty,Pykara Lake,Nature,Oct-May,20,1000-3000,1 Day,Medium,All,Coimbatore Airport
South,TN,Ooty,Rose Garden,Nature,Apr-Jun,30,200-1000,1 Day,Low,Family,Coimbatore Airport
South,TN,Ooty,Botanical Garden Ooty,Nature,Year-round,30,100-500,2 Hours,Low,Families,Coimbatore Airport
South,TN,Ooty,Rose Garden Ooty,Nature,Year-round,30,100-500,2 Hours,Low,Nature Lovers,Coimbatore Airport
South,TN,Ooty,Ooty Lake,Nature,Year-round,15,500-1500,1 Day,Low,Families,Coimbatore Airport
South,TN,Papanasam,Agasthiyar Falls,Waterfall,Oct-Mar,10,200-1000,1 Day,Medium,Nature Lovers,Tuticorin Airport
South,TN,Pondicherry,Auroville,Spiritual,Oct-Mar,0,4000-9000,1 Day,Medium,Solo,Chennai Airport
South,TN,Pondicherry,Paradise Beach,Beach,Oct-Mar,0,3000-6000,1 Day,Medium,Friends,Chennai Airport
South,TN,Rameshwaram,Dhanushkodi Beach,Nature/History,Oct-Mar,0,500-1500,1 Day,Medium,Adventure Seekers,Madurai Airport
South,TN,Rameshwaram,Ramanathaswamy Temple,Spiritual,Year-round,0,500-3000,1 Day,Medium,Pilgrims,Madurai Airport
South,TN,Rameshwaram,Vivekananda Memorial Hall,History,Oct-Mar,10,100-500,1 Hour,Low,All,Madurai Airport
South,TN,Rameswaram,Ramanathaswamy,Spiritual,Year-round,0,6000-12000,2 Days,Medium,Family,Madurai Airport
South,TN,Salem,Yercaud Lake,Hill Station,Oct-Jun,0,1000-3000,1 Day,Low,All,Trichy Airport
South,TN,Salem,Mettur Dam,Nature/Engineering,Year-round,0,200-1000,1 Day,Low,All,Trichy Airport
South,TN,Sivaganga,Chettinad Mansions,Culture/History,Oct-Mar,0,2000-7000,2 Days,Low,Culture Lovers,Madurai Airport
South,TN,Tenkasi,Courtallam Falls,Waterfall,Jun-Sep,0,200-1000,1 Day,Medium,Families,Tuticorin Airport
South,TN,Thanjavur,Brihadeeswara,Spiritual,Oct-Mar,0,4000-8000,1 Day,Low,Family,Tiruchirappalli Airport
South,TN,Thanjavur,Brihadisvara Temple,History/Spiritual,Oct-Mar,40,500-2000,1 Day,Medium,History Buffs,Tiruchirappalli Airport
South,TN,Thanjavur,Kumbakonam Temples,Spiritual/History,Oct-Mar,0,500-3000,1 Day,Medium,Pilgrims,Tiruchirappalli Airport
South,TN,Thanjavur,Thanjavur Royal Palace,History,Oct-Mar,50,200-1000,2 Hours,Low,History Lovers,Tiruchirappalli Airport
South,TN,Thiruvannamalai,Annamalaiyar Temple,Spiritual,Year-round,0,500-2000,1 Day,Medium,Pilgrims,Chennai Airport
South,TN,Tiruchirappalli,Rockfort Temple,Spiritual,Year-round,0,1000-3000,1 Day,High,Family,Tiruchirappalli Airport
South,TN,Tiruchirappalli,Srirangam Temple,Spiritual,Year-round,0,500-2000,1 Day,Medium,Pilgrims,Trichy Airport
South,TN,Tiruchirappalli,St. Lourdes Church,Spiritual/History,Year-round,0,100-500,1 Hour,Low,All,Trichy Airport
South,TN,Tirunelveli,Nellaiyappar Temple,Spiritual,Year-round,0,500-2000,1 Day,Medium,Family,Tuticorin Airport
South,TN,Tuticorin,Thiruchendur Temple,Spiritual,Year-round,0,2000-5000,1 Day,Medium,Family,Tuticorin Airport
South,TN,Velankanni,Church,Spiritual,Year-round,0,2000-5000,1 Day,Low,Family,Tiruchirappalli Airport
South,TN,Vellore,Yelagiri Hills,Hill Station,Nov-Feb,0,1000-4000,1-2 Days,Low,Families/Couples,Bangalore Airport
South,TN,Villupuram,Gingee Fort,History/Trek,Oct-Mar,25,500-1500,1 Day,High,History Lovers,Chennai Airport
South,TN,Yercaud,Emerald Lake,Nature,Oct-Jun,0,5000-10000,2 Days,Low,Family,Salem Station
South,TN,Yercaud,Lady's Seat,Nature/View,Oct-Jun,0,1000-3000,1 Day,Low,Family,Salem Station
West,DD,Daman,Daman Lighthouse,History/View,Oct-Mar,0,100-300,1 Hour,Low,All,Surat Airport
West,DD,Daman,Moti Daman Fort,History,Oct-Mar,0,200-500,2 Hours,Low,History Lovers,Surat Airport
West,DN,Silvassa,Vanganga Lake,Nature,Oct-Mar,20,100-500,2 Hours,Low,Families,Surat Airport
West,DN,Silvassa,Dudhni Lake,Nature,Oct-Mar,0,500-1500,1 Day,Medium,Nature Lovers,Surat Airport
West,GA,Anjuna,Anjuna Beach,Beach,Nov-Feb,0,1000-3000,1 Day,Medium,Backpackers/Friends,Goa Airport
West,GA,Calangute,Calangute Beach,Beach,Nov-Feb,0,1000-3000,1 Day,Medium,Friends/Families,Goa Airport
West,GA,Candolim,Aguada Fort,History,Oct-Mar,0,200-500,2 Hours,Medium,Everyone,Goa Airport
West,GA,North Goa,Baga Beach,Beach,Nov-Feb,0,10000-20000,3 Days,Medium,"Friends, Couples",Goa Airport
West,GA,Old Goa,Basilica of Bom Jesus,History,Year-round,0,2000-5000,1 Day,Low,"Family, All",Goa Airport
West,GA,Old Goa,Se Cathedral,Spiritual/History,Year-round,0,100-500,1 Hour,Low,All,Goa Airport
West,GA,Panjim,Dudhsagar Falls,Waterfall,Jun-Sep,400,5000-8000,1 Day,High,Friends,Goa Airport
West,GA,South Goa,Palolem Beach,Beach,Nov-Feb,0,10000-18000,3 Days,Low,"Couples, Solo",Goa Airport
West,GA,Vagator,Chapora Fort,History/View,Oct-Mar,0,200-500,2 Hours,Medium,Friends,Goa Airport
West,GJ,Ahmedabad,Sabarmati Ashram,History,Year-round,0,1000-3000,1 Day,Low,"Family, All",Ahmedabad Airport
West,GJ,Ahmedabad,Adalaj Stepwell,History,Year-round,25,1000-3000,1 Day,Medium,All,Ahmedabad Airport
West,GJ,Ahmedabad,Kankaria Lake,Nature/Entertainment,Evening,20,500-2000,1 Day,Medium,Kids,Ahmedabad Airport
West,GJ,Ahmedabad,Science City,Education,Year-round,50,1000-3000,1 Day,High,Kids,Ahmedabad Airport
West,GJ,Ahmedabad,Calico Museum of Textiles,Culture,Year-round,0,500-1500,1 Day,Low,Solo,Ahmedabad Airport
West,GJ,Ahmedabad,Lothal,History,Oct-Mar,5,500-1500,1 Day,Low,History Buffs,Ahmedabad Airport
West,GJ,Ahmedabad,Sidi Saiyyed Mosque,History,Year-round,0,100-300,1 Hour,Low,Architecture Lovers,Ahmedabad Airport
West,GJ,Ahmedabad,Sabarmati Riverfront,Nature,Year-round,0,100-500,1 Day,Low,Families,Ahmedabad Airport
West,GJ,Ahmedabad,Auto World Vintage Car Museum,History,Year-round,100,200-1000,2 Hours,Low,Everyone,Ahmedabad Airport
West,GJ,Ahmedabad,Hutheesing Jain Temple,Spiritual/History,Year-round,0,100-300,1 Hour,Low,Architecture Lovers,Ahmedabad Airport
West,GJ,Ahmedabad,Science City Ahmedabad,Science,Year-round,50,500-1500,1 Day,Medium,Kids/Students,Ahmedabad Airport
West,GJ,Ahmedabad,Sanskar Kendra,History/Museum,Year-round,10,100-500,2 Hours,Low,History Lovers,Ahmedabad Airport
West,GJ,Ahmedabad,Vishwa Shanti Ashram,Spiritual,Year-round,0,100-500,1 Hour,Low,Peace Seekers,Ahmedabad Airport
West,GJ,Anand,Amul Dairy Museum,Industry/Education,Year-round,0,500-1500,1 Day,Low,Kids,Vadodara Airport
West,GJ,Bhavnagar,Palitana Temples,Spiritual,Oct-Mar,0,4000-9000,1 Day,High,Family,Bhavnagar Airport
West,GJ,Bhavnagar,Velavadar Blackbuck Park,Wildlife,Dec-Mar,500,6000-11000,2 Days,Medium,Solo,Bhavnagar Airport
West,GJ,Bhuj,Aina Mahal,History,Oct-Mar,20,100-500,1 Hour,Low,History Lovers,Bhuj Airport
West,GJ,Bhuj,Prag Mahal,History,Oct-Mar,20,100-500,1 Hour,Low,History Lovers,Bhuj Airport
West,GJ,Champaner,Pavagadh Hill,Spiritual/History,Year-round,0,3000-7000,1 Day,High,Family,Vadodara Airport
West,GJ,Dharampur,Wilson Hills,Hill Station,Jul-Sep,0,500-1500,1 Day,Low,Nature Lovers,Surat Airport
West,GJ,Diu,Diu Fort,History,Year-round,0,2000-5000,1 Day,Medium,All,Diu Airport
West,GJ,Diu,Nagoa Beach,Beach,Oct-Mar,0,500-1500,1 Day,Medium,Families,Diu Airport
West,GJ,Diu,Gangeshwar Mahadev Temple,Spiritual,Year-round,0,100-500,1 Hour,Low,Pilgrims,Diu Airport
West,GJ,Dwaraka,Rukmini Devi Temple,Spiritual,Year-round,0,100-500,1 Hour,Low,Pilgrims,Jamnagar Airport
West,GJ,Dwarka,Dwarkadhish Temple,Spiritual,Year-round,0,5000-10000,2 Days,Medium,"Family, Senior Citizens",Jamnagar Airport
West,GJ,Dwarka,Nageshwar Jyotirlinga,Spiritual,Year-round,0,1000-3000,1 Day,Low,Family,Jamnagar Airport
West,GJ,Dwarka,Bet Dwarka,Spiritual,Year-round,0,2000-5000,1 Day,Medium,Family,Jamnagar Airport
West,GJ,Gandhinagar,Akshardham Temple,Spiritual,Oct-Mar,0,100-500,1 Day,Low,Families,Ahmedabad Airport
West,GJ,Gondal,Naulakha Palace,History,Year-round,50,2000-5000,1 Day,Low,Family,Rajkot Airport
West,GJ,Jamnagar,Lakhota Lake,Nature,Evening,0,500-1500,1 Day,Low,All,Jamnagar Airport
West,GJ,Junagadh,Gir National Park,Wildlife,Dec-Mar,800,10000-18000,2 Days,Medium,"Family, Friends",Rajkot Airport
West,GJ,Junagadh,Junagadh Fort,History,Oct-Mar,25,500-1500,1 Day,Medium,History Lovers,Rajkot Airport
West,GJ,Junagadh,Uparkot Fort,History,Oct-Mar,25,500-1500,1 Day,High,History Lovers,Rajkot Airport
West,GJ,Junagadh,Girnar Hill,Spiritual/Trek,Nov-Feb,0,1000-3000,1 Day,High,Pilgrims,Rajkot Airport
West,GJ,Junagadh,Mahabat Maqbara,History,Year-round,0,100-500,1 Hour,Low,History Lovers,Rajkot Airport
West,GJ,Kevadia,Statue of Unity,Monument,Oct-Mar,150,3000-6000,1 Day,Medium,"Family, Kids",Vadodara Station
West,GJ,Kevadia,Statue of Unity Complex,Engineering/History,Year-round,150,2000-5000,1 Day,Medium,Everyone,Vadodara Airport
West,GJ,Kutch,Rann of Kutch,Desert,Nov-Feb,100,12000-20000,3 Days,Medium,"Solo, Couples",Bhuj Airport
West,GJ,Kutch,Narayan Sarovar,Spiritual,Year-round,0,4000-8000,1 Day,Low,Family,Bhuj Airport
West,GJ,Kutch,Kalo Dungar,Nature/View,Oct-Mar,0,1000-3000,1 Day,Medium,All,Bhuj Airport
West,GJ,Mandvi,Vijay Vilas Palace,History,Year-round,50,2000-5000,1 Day,Low,Family,Bhuj Airport
West,GJ,Mandvi,Mandvi Beach,Beach,Evening,0,1000-3000,1 Day,Low,All,Bhuj Airport
West,GJ,Modhera,Modhera Sun Temple,History,Oct-Mar,25,2000-4000,1 Day,Medium,All,Ahmedabad Airport
West,GJ,Modhera,Sun Temple Modhera,History,Oct-Mar,25,500-1500,1 Day,Low,History Lovers,Ahmedabad Airport
West,GJ,Panchmahal,Champaner-Pavagadh,History,Oct-Mar,30,500-2000,1 Day,Medium,History Lovers,Vadodara Airport
West,GJ,Patan,Rani Ki Vav,History,Year-round,40,2000-5000,1 Day,Medium,All,Ahmedabad Airport
West,GJ,Pavagadh,Kalika Mata Temple,Spiritual,Year-round,0,500-2000,1 Day,High,Pilgrims,Vadodara Airport
West,GJ,Porbandar,Kirti Mandir,History,Year-round,0,500-1500,1 Day,Low,All,Porbandar Airport
West,GJ,Rajkot,Watson Museum,History,Year-round,10,200-1000,1 Day,Low,All,Rajkot Airport
West,GJ,Saputara,Lake Garden,Nature,Year-round,0,5000-10000,2 Days,Low,Family,Surat Airport
West,GJ,Saputara,Saputara Lake,Hill Station,Oct-Feb,0,1000-3000,1 Day,Low,Families,Surat Airport
West,GJ,Somnath,Somnath Temple,Spiritual,Oct-Mar,0,5000-9000,1 Day,Low,"Family, Senior Citizens",Veraval Station
West,GJ,Surat,Dumas Beach,Beach,Evening,0,500-2000,1 Day,Low,Friends,Surat Airport
West,GJ,Surat,Surat Castle,History,Year-round,20,100-500,1 Hour,Low,History Buffs,Surat Airport
West,GJ,Vadodara,Laxmi Vilas Palace,History,Year-round,225,2000-5000,1 Day,Low,Family,Vadodara Airport
West,GJ,Vadodara,Sayaji Baug,Garden/Museum,Year-round,10,500-1500,1 Day,Medium,Kids,Vadodara Airport
West,GJ,Vadodara,EME Temple,Spiritual/Engineering,Year-round,0,100-300,1 Hour,Low,Architecture Lovers,Vadodara Airport
West,GJ,Vadodara,Maharaja Fatesingh Museum,History/Art,Year-round,100,100-500,2 Hours,Low,Art Lovers,Vadodara Airport
West,GJ,Vadodara,Baroda Museum and Picture Gallery,History/Art,Year-round,10,100-500,2 Hours,Low,Art Lovers,Vadodara Airport
West,GJ,Veraval,Somnath Temple Complex,Spiritual,Year-round,0,500-2000,1 Day,Medium,Pilgrims,Rajkot Airport
West,GJ,Veraval,Bhalka Tirth,Spiritual,Year-round,0,100-500,1 Hour,Low,Pilgrims,Rajkot Airport
West,MH,Ahmednagar,Shani Shingnapur,Spiritual,Year-round,0,2000-5000,1 Day,Low,Family,Aurangabad Airport
West,MH,Alibaug,Kashid Beach,Beach,Nov-Feb,0,4000-9000,2 Days,Medium,Couples,Mumbai Airport
West,MH,Alibaug,Kolaba Fort,History,Oct-Mar,25,1000-3000,1 Day,Medium,All,Mumbai Airport
West,MH,Alibaug,Alibaug Beach,Beach,Oct-Mar,0,1000-4000,1 Day,Medium,Friends,Mumbai Airport
West,MH,Amravati,Chikhaldara,Hill Station,Oct-Jun,0,5000-10000,2 Days,Low,Family,Nagpur Airport
West,MH,Aurangabad,Ajanta Caves,History,Nov-Mar,40,8000-14000,2 Days,High,"Solo, History Buffs",Aurangabad Airport
West,MH,Aurangabad,Ellora Caves,History,Nov-Mar,40,6000-12000,1 Day,High,"Solo, History Buffs",Aurangabad Airport
West,MH,Aurangabad,Bibi Ka Maqbara,History,Year-round,25,200-1000,2 Hours,Low,History Lovers,Aurangabad Airport
West,MH,Aurangabad,Panchakki,Engineering/History,Year-round,10,100-500,1 Hour,Low,History Buffs,Aurangabad Airport
West,MH,Aurangabad,Daulatabad Fort,History,Year-round,25,500-1500,1 Day,High,Adventure Lovers,Aurangabad Airport
West,MH,Bhandardara,Arthur Lake,Nature,Oct-Mar,0,4000-8000,2 Days,Low,Couples,Nasik Airport
West,MH,Bhimashankar,Jyotirlinga Temple,Spiritual/Nature,Year-round,0,4000-8000,1 Day,High,Family,Pune Airport
West,MH,Buldhana,Lonar Lake,Nature/History,Oct-Mar,0,500-2000,1 Day,Medium,Science Lovers,Aurangabad Airport
West,MH,Chandrapur,Tadoba National Park,Wildlife,Oct-Jun,1000,5000-15000,2 Days,Medium,Wildlife Lovers,Nagpur Airport
West,MH,Chiplun,Parshuram Temple,Spiritual,Year-round,0,2000-5000,1 Day,Low,Family,Chiplun Station
West,MH,Ganpatipule,Ganesh Temple,Spiritual,Year-round,0,6000-11000,2 Days,Low,Family,Ratnagiri Station
West,MH,Ganpatipule,Ganpatipule Temple,Spiritual/Beach,Oct-Mar,0,1000-3000,1 Day,Low,Pilgrims,Ratnagiri Airport
West,MH,Igathpuri,Vipassana Centre,Spiritual,Year-round,0,2000-5000,2 Days,Low,Solo,Nasik Airport
West,MH,Jawhar,Jai Vilas Palace,History,Year-round,20,2000-5000,1 Day,Low,Family,Nasik Airport
West,MH,Karjat,Kondana Caves,History/Trek,Jul-Oct,0,1000-3000,1 Day,High,Friends,Mumbai Airport
West,MH,Khandala,Duke's Nose,Adventure,Oct-Mar,0,2000-5000,1 Day,High,"Solo, Friends",Pune Airport
West,MH,Khandala,Bhushi Dam,Nature,Jul-Sep,0,1000-3000,1 Day,Medium,Friends,Pune Airport
West,MH,Kolhapur,Mahalakshmi Temple,Spiritual,Year-round,0,2000-5000,1 Day,Medium,Family,Kolhapur Station
West,MH,Kolhapur,Panhala Fort,History,Oct-Mar,0,2000-5000,1 Day,Medium,Family,Kolhapur Station
West,MH,Kolhapur,Mahalakshmi Temple Kolhapur,Spiritual,Year-round,0,500-2000,1 Day,Medium,Pilgrims,Kolhapur Airport
West,MH,Lonavala,Tiger Point,Nature/View,Jul-Sep,0,3000-6000,1 Day,Low,"Couples, Friends",Pune Airport
