Zone,State,City,Place Name,Type,Best Visit Time,Entry Fee,Trip Cost,Stay Duration,Activity Level,Ideal For,Nearest Hub
Central,CG,Balod,Tandula Dam,Nature/Dam/Relaxing,Oct-Mar,0,500-1500,Half Day,Low,Families,Raipur Airport
Central,CG,Kabirdham,Chilpi Ghati,Nature/Valley/Viewpoint,Oct-Mar,0,500-1500,Half Day,Medium,Nature Lovers,Raipur Airport
Central,CG,Bastar,Dalpat Sagar Lake,Nature/Lake/Fishing,Year-round,0,200-500,1 Hour,Low,Families,Jagdalpur Airport
NorthEast,NL,Tuensang,Tuensang Village,Culture/Village/History,Oct-Apr,0,1000-3000,1-2 Days,Low,Culture Enthusiasts,Dimapur Airport
NorthEast,NL,Zunheboto,Ghosu Bird Sanctuary,Nature/Wildlife/Birdwatching,Oct-Mar,20,500-1500,Half Day,Low,Nature Lovers,Dimapur Airport
NorthEast,NL,Zunheboto,Satoi Range,Nature/Trekking/Forest,Oct-Mar,0,1000-3000,1 Day,High,Adventure Seekers,Dimapur Airport
North,JK,Anantnag,Betaab Valley View,Nature/Valley/River,May-Oct,50,1000-3000,Half Day,Low,Families,Srinagar Airport
North,JK,Anantnag,Aharbal Waterfall Trekking,Nature/Waterfall/Trekking,May-Oct,0,1000-3000,1 Day,High,Adventure Seekers,Srinagar Airport
West,GJ,Amreli,Mitiyala Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,1 Day,Medium,Wildlife Lovers,Bhavnagar Airport
West,GJ,Bhavnagar,Khodiyar Temple Mataji,Spiritual/Culture,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Bhavnagar Airport
West,GJ,Patan,Sahastralinga Talav,History/Architecture/Ruins,Oct-Mar,0,200-500,1 Hour,Low,History Buffs,Ahmedabad Airport
West,GJ,Kutch,Banni Villages,Culture/Village/Handicrafts,Oct-Mar,0,1000-3000,1-2 Days,Low,Culture Enthusiasts,Bhuj Airport
West,GJ,Kutch,Roha Fort Ruins,History/Ruins/Trekking,Oct-Mar,0,500-1500,Half Day,Medium,History Buffs,Bhuj Airport
West,GJ,Kutch,Kera Shiva Temple Ruins,History/Spiritual/Architecture,Oct-Mar,0,200-500,1 Hour,Low,History Buffs,Bhuj Airport
West,GJ,Jamnagar,Khijadiya Bird Sanctuary Watchtower,Nature/Viewpoint/Birdwatching,Nov-Feb,20,200-500,1 Hour,Low,Nature Lovers,Jamnagar Airport
West,GJ,Navsari,Udvada Hot Springs,Nature/Spiritual/Relaxing,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Surat Airport
West,MH,Solapur,Great Indian Bustard Sanctuary,Nature/Wildlife/Birdwatching,Sep-Feb,50,1000-3000,Half Day,Low,Nature Lovers,Pune Airport
West,MH,Kolhapur,Radhanagari Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-May,50,1000-3000,1 Day,Medium,Wildlife Lovers,Kolhapur Airport
West,MH,Kolhapur,Dajipur Bison Sanctuary,Nature/Wildlife/Safari,Oct-May,150,2000-5000,1 Day,Medium,Wildlife Lovers,Kolhapur Airport
West,MH,Satara,Koyna Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-May,50,1000-3000,1 Day,Medium,Wildlife Lovers,Pune Airport
West,MH,Sangli,Chandoli National Park,Nature/Wildlife/Trekking,Oct-May,100,2000-5000,1-2 Days,High,Wildlife Lovers,Kolhapur Airport
West,MH,Amravati,Gugamal National Park,Nature/Wildlife/Forest,Oct-May,100,2000-5000,1-2 Days,Medium,Wildlife Lovers,Nagpur Airport
West,MH,Akola,Katepurna Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-May,50,1000-3000,1 Day,Medium,Wildlife Lovers,Nagpur Airport
West,MH,Buldhana,Lonar Crater Safari,Nature/Wildlife/Geology,Oct-Mar,50,1000-3000,Half Day,Medium,Adventure Seekers,Aurangabad Airport
West,MH,Osmanabad,Yedshi Ramling Ghat Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,Half Day,Medium,Wildlife Lovers,Pune Airport
West,MH,Yavatmal,Painganga Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-May,50,1000-3000,1 Day,Medium,Wildlife Lovers,Nagpur Airport
West,MH,Yavatmal,Tipeshwar Wildlife Sanctuary,Nature/Wildlife/Safari,Oct-May,150,2000-5000,1 Day,Medium,Wildlife Lovers,Nagpur Airport
West,MH,Gadchiroli,Pranahita Wildlife Sanctuary,Nature/Wildlife/River,Oct-May,50,1000-3000,1 Day,Medium,Wildlife Lovers,Nagpur Airport
West,MH,Nanded,Kinwat Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-May,50,1000-3000,1 Day,Medium,Wildlife Lovers,Nanded Airport
West,MH,Gadchiroli,Chaprala Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-May,50,1000-3000,1 Day,Medium,Wildlife Lovers,Nagpur Airport
South,KA,Tumakuru,Kaggaladu Bird Sanctuary,Nature/Wildlife/Birdwatching,Feb-Aug,0,200-500,2 Hours,Low,Nature Lovers,Bengaluru Airport
South,KA,Haveri,Bankapura Peacock Sanctuary,Nature/Wildlife/Birdwatching,Oct-Mar,0,200-500,2 Hours,Low,Families,Hubballi Airport
South,KA,Yadgir,Bonal Bird Sanctuary,Nature/Wildlife/Lake,Oct-Mar,0,500-1000,Half Day,Low,Nature Lovers,Kalaburagi Airport
South,KA,Belagavi,Ghataprabha Bird Sanctuary,Nature/Wildlife/River,Nov-Mar,20,200-1000,Half Day,Low,Nature Lovers,Belagavi Airport
South,KA,Ballari,Daroji Sloth Bear Sanctuary,Nature/Wildlife/Safari,Aug-Mar,50,1000-3000,Half Day,Medium,Wildlife Lovers,Vidyanagar Airport
South,KA,Belagavi,Bhimgad Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,1 Day,Medium,Wildlife Lovers,Belagavi Airport
South,KA,Kodagu,Brahmagiri Wildlife Sanctuary,Nature/Wildlife/Trekking,Oct-May,50,1000-3000,1 Day,High,Wildlife Lovers,Kannur Airport
South,KA,Kodagu,Pushpagiri Wildlife Sanctuary,Nature/Wildlife/Trekking,Oct-May,50,1000-3000,1 Day,High,Wildlife Lovers,Mangaluru Airport
South,KA,Kodagu,Talakaveri Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-May,50,1000-3000,1 Day,Medium,Wildlife Lovers,Kannur Airport
South,KA,Shimoga,Sharavathi Valley Wildlife Sanctuary,Nature/Wildlife/River,Oct-May,50,1000-3000,1 Day,Medium,Wildlife Lovers,Mangaluru Airport
South,KA,Udupi,Someshwara Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-May,50,1000-3000,1 Day,Medium,Wildlife Lovers,Mangaluru Airport
South,KA,Udupi,Mookambika Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-May,50,1000-3000,1 Day,Medium,Wildlife Lovers,Mangaluru Airport
South,KA,Mysuru,Arabithittu Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,Half Day,Medium,Wildlife Lovers,Mysuru Airport
South,KL,Kottayam,Kumarakom Bird Sanctuary Trails,Nature/Wildlife/Birdwatching,Nov-Feb,50,500-1500,Half Day,Low,Nature Lovers,Kochi Airport
South,KL,Ernakulam,Thattekad Bird Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,500-1500,Half Day,Medium,Nature Lovers,Kochi Airport
South,KL,Alappuzha,Pathiramanal Island,Nature/Island/Birdwatching,Oct-Mar,0,500-1500,2 Hours,Low,Families/Couples,Kochi Airport
South,KL,Kasaragod,Kottancheri Hills,Nature/Trekking/Forest,Sep-May,0,1000-3000,1 Day,High,Adventure Seekers,Mangaluru Airport
South,KL,Kasaragod,Possadi Gumpu,Nature/Hill Station/Viewpoint,Sep-May,0,1000-3000,Half Day,Medium,Nature Lovers,Mangaluru Airport
South,KL,Kannur,Kanjirakolli,Nature/Waterfall/Viewpoint,Aug-Jan,0,500-1500,Half Day,Medium,Nature Lovers,Kannur Airport
South,KL,Kannur,Palakkayam Thattu,Nature/Hill Station/Adventure,Year-round,50,500-1500,Half Day,Medium,Families/Youth,Kannur Airport
South,KL,Kannur,Alakapuri Waterfalls,Nature/Waterfall/Forest,Aug-Jan,0,500-1500,2 Hours,Medium,Nature Lovers,Kannur Airport
South,KL,Kozhikode,Thamarassery Churam,Nature/Viewpoint/Drive,Year-round,0,500-1500,1 Hour,Low,Photography,Calicut Airport
South,KL,Kozhikode,Muthappanpuzha,Nature/Village/River,Sep-May,0,500-1500,1 Day,Low,Peace Seekers,Calicut Airport
South,TN,Tirunelveli,Manjolai Hills,Nature/Hill Station/Tea Estate,Sep-Mar,0,1000-3000,1-2 Days,Low,Nature Lovers,Trivandrum Airport
South,TN,Virudhunagar,Srivilliputhur Grizzled Squirrel Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,1 Day,Medium,Wildlife Lovers,Madurai Airport
South,TN,Nagapattinam,Point Calimere Bird Sanctuary,Nature/Wildlife/Sea,Nov-Mar,50,1000-3000,1 Day,Medium,Nature Lovers,Tiruchirappalli Airport
South,TN,Ariyalur,Karaivetti Bird Sanctuary,Nature/Wildlife/Lake,Nov-Mar,20,200-1000,Half Day,Low,Nature Lovers,Tiruchirappalli Airport
South,TN,Erode,Vellode Bird Sanctuary,Nature/Wildlife/Lake,Nov-Mar,20,200-1000,Half Day,Low,Nature Lovers,Coimbatore Airport
South,TN,Chengalpattu,Vedanthangal Bird Sanctuary,Nature/Wildlife/Lake,Nov-Mar,25,200-1000,Half Day,Low,Nature Lovers,Chennai Airport
South,TN,Tiruvarur,Udayamarthandapuram Bird Sanctuary,Nature/Wildlife/Lake,Nov-Mar,20,200-1000,Half Day,Low,Nature Lovers,Tiruchirappalli Airport
South,TN,Tiruvarur,Vaduvoor Bird Sanctuary,Nature/Wildlife/Lake,Nov-Mar,20,200-1000,Half Day,Low,Nature Lovers,Tiruchirappalli Airport
South,TN,Ramanathapuram,Chitrangudi Bird Sanctuary,Nature/Wildlife/Lake,Nov-Mar,20,200-1000,Half Day,Low,Nature Lovers,Madurai Airport
South,TN,Ramanathapuram,Kanjirankulam Bird Sanctuary,Nature/Wildlife/Lake,Nov-Mar,20,200-1000,Half Day,Low,Nature Lovers,Madurai Airport
South,TN,Tirunelveli,Koonthankulam Bird Sanctuary,Nature/Wildlife/Village,Dec-Mar,0,200-1000,Half Day,Low,Nature Lovers,Trivandrum Airport
East,OD,Nayagarh,Kuanria Dam,Nature/Dam/Park,Oct-Mar,0,200-1000,Half Day,Low,Families,Bhubaneswar Airport
East,OD,Khurda,Deras Dam,Nature/Dam/Forest,Oct-Mar,0,200-1000,Half Day,Low,Families,Bhubaneswar Airport
East,OD,Khurda,Jhumka Dam,Nature/Dam/Forest,Oct-Mar,0,200-1000,Half Day,Low,Families,Bhubaneswar Airport
East,OD,Nuapada,Godhas Waterfall,Nature/Waterfall/Forest,Aug-Jan,0,500-1500,Half Day,Medium,Nature Lovers,Raipur Airport
East,OD,Keonjhar,Gonasika,Spiritual/River/Trekking,Oct-Mar,0,500-1500,Half Day,Medium,Spiritual Seekers,Bhubaneswar Airport
East,OD,Keonjhar,Hadagarh Wildlife Sanctuary,Nature/Wildlife/Dam,Oct-Mar,50,1000-3000,1 Day,Medium,Wildlife Lovers,Bhubaneswar Airport
East,OD,Balasore,Kuldiha Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,1 Day,Medium,Wildlife Lovers,Bhubaneswar Airport
East,OD,Puri,Balukhand-Konark Wildlife Sanctuary,Nature/Wildlife/Forest,Oct-Mar,50,1000-3000,Half Day,Medium,Wildlife Lovers,Bhubaneswar Airport
East,OD,Ganjam,Bhetnoi Blackbuck Reserve,Nature/Wildlife/Village,Oct-Mar,0,500-1500,Half Day,Low,Nature Lovers,Bhubaneswar Airport
East,OD,Ganjam,Taptapani Hot Spring,Nature/Spiritual/Relaxing,Oct-Mar,20,500-1500,2 Hours,Low,Families,Bhubaneswar Airport
East,OD,Kandhamal,Daringbadi Pine Forest,Nature/Forest/Relaxing,Oct-Mar,0,500-1000,1 Hour,Low,Families/Couples,Bhubaneswar Airport
NorthEast,AS,Morigaon,Pobitora Wildlife Sanctuary Safari,Nature/Wildlife/Safari,Nov-Apr,200,1000-3000,Half Day,Medium,Wildlife Lovers,Guwahati Airport
NorthEast,AS,Golaghat,Kaziranga Orchid Park,Nature/Garden/Culture,Nov-Apr,150,500-1500,2 Hours,Low,Families,Jorhat Airport
NorthEast,AS,Golaghat,Hathikuli Tea Estate,Nature/Tea Estate/Relaxing,Nov-Apr,0,500-1500,1 Hour,Low,Families,Jorhat Airport
NorthEast,AS,Golaghat,Marangi Tea Estate,Nature/Tea Estate/Culture,Year-round,0,500-1500,1 Hour,Low,Families,Jorhat Airport
NorthEast,AS,Jorhat,Borbhetta,Nature/Tea Estate/Culture,Year-round,0,500-1500,1 Hour,Low,Culture Enthusiasts,Jorhat Airport
NorthEast,AS,Udalguri,Bhairabkunda,Nature/River/Spiritual,Oct-Mar,0,500-1500,Half Day,Low,Families,Guwahati Airport
NorthEast,AS,Nagaon,Akashiganga Waterfalls,Nature/Waterfall/Spiritual,Oct-Mar,0,500-1500,Half Day,Medium,Spiritual Seekers,Tezpur Airport
NorthEast,AS,Sonitpur,Da Parbatia Ruins,History/Architecture/Ruins,Year-round,0,200-500,1 Hour,Low,History Buffs,Tezpur Airport
NorthEast,AS,Sonitpur,Ketakeshwar Dewal,Spiritual/History,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Tezpur Airport
NorthEast,ML,West Khasi Hills,Weinia Falls,Nature/Waterfall/River,Aug-Jan,20,500-1500,1 Hour,Medium,Nature Lovers,Shillong Airport
NorthEast,ML,West Khasi Hills,Thum Falls,Nature/Waterfall,Aug-Jan,10,500-1500,1 Hour,Medium,Nature Lovers,Shillong Airport
NorthEast,ML,East Khasi Hills,Rymben Falls,Nature/Waterfall/Trekking,Aug-Jan,0,500-1500,Half Day,High,Adventure Seekers,Shillong Airport
NorthEast,ML,East Khasi Hills,Kshaid Uriong Falls,Nature/Waterfall/Forest,Aug-Jan,0,500-1500,1 Hour,Medium,Nature Lovers,Shillong Airport
NorthEast,ML,East Khasi Hills,David Scott Trail Trek,History/Trekking/Nature,Sep-May,0,1000-3000,1 Day,High,Adventure Seekers,Shillong Airport
NorthEast,ML,East Khasi Hills,Smit Village,Culture/Nature/Village,Year-round,0,500-1500,Half Day,Low,Culture Enthusiasts,Shillong Airport
NorthEast,ML,East Khasi Hills,Krem Mawmluh Cave,Nature/Caves/Adventure,Nov-Mar,50,1000-3000,Half Day,High,Adventure Seekers,Shillong Airport
East,WB,Uttar Dinajpur,Raiganj Wildlife Sanctuary,Nature/Wildlife/Birdwatching,Oct-Mar,20,500-1500,2 Hours,Low,Nature Lovers,Bagdogra Airport
East,WB,Nadia,Chintamoni Kar Bird Sanctuary,Nature/Wildlife/Birdwatching,Oct-Mar,50,200-1000,2 Hours,Low,Nature Lovers,Kolkata Airport
East,WB,Bardhaman,Joypur Forest,Nature/Forest/Wildlife,Oct-Mar,0,1000-3000,1 Day,Medium,Nature Lovers,Kazi Nazrul Islam Airport
East,WB,Purulia,Matha Forest,Nature/Forest/Waterfall,Oct-Mar,0,1000-3000,1 Day,Medium,Nature Lovers,Kazi Nazrul Islam Airport
East,WB,Purulia,Cheliama,History/Ruins/Culture,Oct-Mar,0,500-1500,Half Day,Low,History Buffs,Kazi Nazrul Islam Airport
East,WB,Purulia,Deulghata,History/Spiritual/Ruins,Oct-Mar,0,500-1500,Half Day,Low,History Buffs,Kazi Nazrul Islam Airport
East,WB,Bankura,Biharinath Hill,Nature/Trekking/Spiritual,Oct-Mar,0,500-1500,1 Day,Medium,Adventure Seekers,Kazi Nazrul Islam Airport
East,WB,Bankura,Joyrambati,Spiritual/Culture/History,Year-round,0,500-1500,Half Day,Low,Spiritual Seekers,Kolkata Airport
East,WB,Hooghly,108 Shiva Temples,Spiritual/Architecture,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Kazi Nazrul Islam Airport
East,WB,Murshidabad,Cossimbazar Palace,History/Architecture/Palace,Year-round,50,200-1000,2 Hours,Low,History Buffs,Kolkata Airport
East,WB,Murshidabad,Jafarganj Cemetery,History/Ruins,Year-round,0,200-500,1 Hour,Low,History Buffs,Kolkata Airport
East,WB,South 24 Parganas,Bakkhali Watch Tower,Nature/Viewpoint/Forest,Oct-Mar,0,500-1000,1 Hour,Low,Photography,Kolkata Airport
East,WB,South 24 Parganas,Bhagabatpur Crocodile Project,Nature/Wildlife/Park,Oct-Mar,30,500-1500,2 Hours,Low,Families,Kolkata Airport
North,UP,Agra,Moti Masjid Agra,History/Spiritual/Architecture,Oct-Mar,0,200-500,1 Hour,Low,History Buffs,Agra Airport
North,UP,Agra,Taj Museum,History/Museum,Oct-Mar,20,200-500,1 Hour,Low,History Buffs,Agra Airport
North,UP,Mathura,Kans Tila,History/Ruins,Year-round,0,200-500,1 Hour,Low,History Buffs,Agra Airport
North,UP,Mathura,Potara Kund,Spiritual/History/Lake,Year-round,0,200-500,1 Hour,Low,Spiritual Seekers,Agra Airport
North,RJ,Jhunjhunu,Mandawa Fort,History/Architecture/Heritage,Oct-Mar,100,500-1500,Half Day,Low,History Buffs,Jaipur Airport
North,RJ,Jhunjhunu,Nawalgarh Havelis,History/Architecture/Art,Oct-Mar,50,200-1000,Half Day,Low,History Buffs,Jaipur Airport
North,RJ,Jhunjhunu,Dundlod Fort,History/Architecture,Oct-Mar,0,200-500,1 Hour,Low,History Buffs,Jaipur Airport
North,RJ,Sikar,Fatehpur Havelis,History/Architecture/Art,Oct-Mar,0,200-500,Half Day,Low,History Buffs,Jaipur Airport
North,RJ,Sikar,Ramgarh Shekhawati,History/Culture/Art,Oct-Mar,0,200-500,Half Day,Low,History Buffs,Jaipur Airport
North,RJ,Alwar,Neemrana Fort Palace,History/Architecture/Luxury,Year-round,1500,2000-5000,1 Day,Low,Couples/Families,Delhi Airport
North,RJ,Nagaur,Kuchaman Fort,History/Architecture/Viewpoint,Oct-Mar,0,500-1500,Half Day,Low,History Buffs,Jaipur Airport
North,RJ,Rajsamand,Deogarh Mahal,History/Architecture/Luxury,Oct-Mar,500,1000-3000,Half Day,Low,History Buffs,Udaipur Airport
North,RJ,Ajmer,Roopangarh Fort,History/Architecture/Heritage,Oct-Mar,0,500-1500,Half Day,Low,History Buffs,Kishangarh Airport
North,RJ,Nagaur,Khimsar Sand Dunes Village,Nature/Desert/Village,Oct-Mar,0,1000-3000,1 Day,Low,Couples/Families,Jodhpur Airport
North,UK,Chamoli,Bhavishya Badri Temple,Spiritual/Trekking/Forest,May-Oct,0,1000-3000,Half Day,High,Spiritual Seekers,Dehradun Airport
North,UK,Chamoli,Vridha Badri Temple,Spiritual/History,May-Oct,0,500-1500,1 Hour,Low,Spiritual Seekers,Dehradun Airport
North,UK,Chamoli,Yogadhyan Badri Temple,Spiritual/History,May-Oct,0,500-1500,1 Hour,Low,Spiritual Seekers,Dehradun Airport
North,UK,Chamoli,Dhyan Badri Temple,Spiritual/History,May-Oct,0,500-1500,1 Hour,Low,Spiritual Seekers,Dehradun Airport
North,UK,Uttarkashi,Kedar Tal Trek,Nature/Lake/Trekking,May-Oct,0,3000-8000,4 Days,High,Adventure Seekers,Dehradun Airport
North,UK,Chamoli,Satopanth Tal Trek,Nature/Lake/Trekking,Jun-Sep,0,5000-10000,5 Days,High,Adventure Seekers,Dehradun Airport
North,UK,Rudraprayag,Vasuki Tal Trek,Nature/Lake/Trekking,Jun-Sep,0,2000-5000,2 Days,High,Adventure Seekers,Dehradun Airport
North,UK,Chamoli,Kagbhusandi Lake Trek,Nature/Lake/Trekking,Jul-Sep,0,5000-10000,5 Days,High,Adventure Seekers,Dehradun Airport
North,UK,Uttarkashi,Kush Kalyan Bugyal Trek,Nature/Meadow/Trekking,May-Oct,0,3000-8000,4 Days,High,Adventure Seekers,Dehradun Airport
North,UK,Uttarkashi,Gidara Bugyal Trek,Nature/Meadow/Trekking,May-Oct,0,5000-10000,5 Days,High,Adventure Seekers,Dehradun Airport
North,HP,Kinnaur,Kamru Fort,History/Architecture/Village,May-Oct,0,500-1500,1 Hour,Medium,History Buffs,Shimla Airport
North,HP,Kinnaur,Ribba Village,Nature/Village/Culture,May-Oct,0,1000-3000,Half Day,Low,Nature Lovers,Shimla Airport
North,HP,Kinnaur,Moorang,History/Village/Viewpoint,May-Oct,0,1000-3000,Half Day,Medium,Nature Lovers,Shimla Airport
North,HP,Kinnaur,Nako Monastery,Spiritual/Culture/History,May-Oct,0,500-1500,1 Hour,Low,Spiritual Seekers,Shimla Airport
North,HP,Kinnaur,Puh Village,Nature/Border/Village,May-Oct,0,1000-3000,1-2 Days,Low,Curious Travelers,Shimla Airport
North,HP,Kullu,Sainj Valley,Nature/Valley/Trekking,Mar-Nov,0,2000-5000,1-2 Days,Medium,Nature Lovers,Bhuntar Airport
North,HP,Kullu,Jiwa Nadi Trek,Nature/River/Trekking,May-Oct,0,3000-8000,3 Days,High,Adventure Seekers,Bhuntar Airport
North,HP,Kinnaur,Rupi Bhaba Wildlife Sanctuary,Nature/Wildlife/Forest,May-Oct,50,2000-5000,1-2 Days,Medium,Wildlife Lovers,Shimla Airport
North,HP,Shimla,Daranghati Wildlife Sanctuary,Nature/Wildlife/Forest,Mar-Nov,50,1000-3000,1 Day,Medium,Wildlife Lovers,Shimla Airport
North,HP,Solan,Majathal Wildlife Sanctuary,Nature/Wildlife/Forest,Year-round,50,1000-3000,1 Day,Medium,Wildlife Lovers,Chandigarh Airport
West,MH,Raigad,Kuda Caves,History/Caves/Buddhist,Oct-Mar,0,200-500,1 Hour,Medium,History Buffs,Pune Airport
West,MH,Ratnagiri,Panhalakaji Caves,History/Caves/Architecture,Oct-Mar,0,500-1000,2 Hours,Medium,History Buffs,Mumbai Airport
West,MH,Latur,Kharosa Caves,History/Caves/Spiritual,Oct-Mar,0,200-500,1 Hour,Low,History Buffs,Nanded Airport
West,MH,Palghar,Bahrot Caves,History/Caves/Trekking,Oct-Mar,0,1000-3000,Half Day,High,Adventure Seekers,Mumbai Airport
West,MH,Mumbai,Mandapeshwar Caves,History/Caves/Spiritual,Year-round,0,200-500,1 Hour,Low,History Buffs,Mumbai Airport
West,MH,Pune,Tungi Fort,History/Trekking/Nature,Jun-Feb,0,500-1500,Half Day,High,Adventure Seekers,Pune Airport
West,MH,Ratnagiri,Yashavantgad Fort,History/Ruins/Sea,Oct-May,0,200-500,1 Hour,Low,History Buffs,Mumbai Airport
West,MH,Raigad,Padmadurg Fort,History/Sea/Architecture,Oct-May,100,500-1500,2 Hours,Medium,History Buffs,Mumbai Airport
West,MH,Ratnagiri,Bankot Fort,History/Sea/Viewpoint,Oct-May,0,200-500,1 Hour,Low,History Buffs,Mumbai Airport
West,MH,Ratnagiri,Suvarnadurg Fort,History/Sea/Architecture,Oct-May,100,500-1500,2 Hours,Medium,History Buffs,Mumbai Airport
West,MH,Raigad,Underi Fort,History/Sea/Ruins,Oct-May,100,500-1500,2 Hours,Medium,History Buffs,Mumbai Airport
South,KL,Idukki,Lakkam Waterfalls,Nature/Waterfall/Forest,Sep-May,20,200-500,1 Hour,Medium,Nature Lovers,Kochi Airport
South,KL,Idukki,Keezharkuthu Falls,Nature/Waterfall/Trekking,Sep-May,0,500-1500,Half Day,High,Adventure Seekers,Kochi Airport
South,KL,Idukki,Chinnakanal Waterfalls,Nature/Waterfall/Viewpoint,Sep-May,0,200-500,1 Hour,Low,Photography,Kochi Airport
South,KL,Kollam,Thirumullavaram Beach,Beach/Relaxing/Spiritual,Oct-Mar,0,200-500,1 Hour,Low,Families,Trivandrum Airport
South,KL,Thrissur,Nattika Beach,Beach/Relaxing/Nature,Oct-Mar,0,500-1000,2 Hours,Low,Families,Kochi Airport
South,KL,Malappuram,Periyambalam Beach,Beach/Relaxing/Sunset,Oct-Mar,0,200-1000,2 Hours,Low,Families,Calicut Airport
South,KL,Kannur,Kavvayi Backwaters,Nature/Backwaters/Boating,Oct-May,500,1000-3000,Half Day,Low,Couples/Families,Kannur Airport
South,KL,Kasaragod,Padanna Backwaters,Nature/Backwaters/Boating,Oct-May,500,1000-3000,Half Day,Low,Families,Mangaluru Airport
South,KL,Kasaragod,Valiyaparamba Island,Nature/Island/Backwaters,Oct-May,0,1000-3000,Half Day,Low,Couples,Mangaluru Airport
South,KL,Wayanad,Korome Waterfalls,Nature/Waterfall/Forest,Sep-Jan,0,500-1000,1 Hour,Medium,Nature Lovers,Kannur Airport
South,KA,Udupi,Koodlu Theertha Falls Trek,Nature/Waterfall/Trekking,Aug-Jan,50,1000-3000,Half Day,High,Adventure Seekers,Mangaluru Airport
South,KA,Udupi,Jomlu Theertha Falls,Nature/Waterfall/Relaxing,Aug-Jan,0,500-1000,1 Hour,Medium,Families,Mangaluru Airport
South,KA,Uttara Kannada,Dabdabe Falls,Nature/Waterfall/Trekking,Aug-Jan,0,500-1500,Half Day,High,Adventure Seekers,Goa Airport
South,KA,Udupi,Arisina Gundi Falls Trek,Nature/Waterfall/Trekking,Aug-Jan,50,1000-3000,1 Day,High,Adventure Seekers,Mangaluru Airport
South,KA,Udupi,Seethanadi Nature Camp,Nature/Camping/River,Oct-May,1500,3000-5000,1-2 Days,Medium,Adventure Seekers,Mangaluru Airport
South,KA,Uttara Kannada,Sadashivgad Fort,History/Architecture/Viewpoint,Year-round,0,200-500,1 Hour,Low,History Buffs,Goa Airport
South,KA,Uttara Kannada,Swarnagadde Beach,Beach/Relaxing/Nature,Oct-May,0,200-500,1 Hour,Low,Peace Seekers,Goa Airport
South,KA,Udupi,Kodi Bengre Beach,Beach/Backwaters/Surfing,Oct-May,0,500-1500,Half Day,Medium,Youth,Mangaluru Airport
South,KA,Udupi,Byndoor Beach,Beach/Relaxing/Sunset,Oct-May,0,200-1000,1 Hour,Low,Families,Mangaluru Airport
South,KA,Udupi,Trasi Maravanthe Beach,Beach/River/Sea,Oct-May,0,200-1000,1 Hour,Low,Photography,Mangaluru Airport
South,TN,Tirupattur,Nilavoor Lake Yelagiri,Nature/Lake/Boating,Nov-Feb,20,200-500,1 Hour,Low,Families,Bengaluru Airport
South,TN,Dindigul,Perumal Peak Trek Kodaikanal,Nature/Trekking/Viewpoint,Sep-May,0,500-1500,Half Day,High,Adventure Seekers,Madurai Airport
South,TN,Salem,Kiliyur Falls Yercaud,Nature/Waterfall/Trekking,Aug-Jan,0,500-1000,2 Hours,Medium,Adventure Seekers,Salem Airport
South,TN,Tiruchirappalli,Puliyancholai Waterfalls,Nature/Waterfall/Trekking,Oct-Mar,0,500-1500,Half Day,Medium,Nature Lovers,Tiruchirappalli Airport
South,TN,Dindigul,Bear Shola Falls Kodaikanal,Nature/Waterfall/Forest,Sep-May,0,200-500,1 Hour,Low,Nature Lovers,Madurai Airport
South,TN,Nilgiris,Elk Falls Kotagiri,Nature/Waterfall/Forest,Sep-May,0,200-500,1 Hour,Low,Families,Coimbatore Airport
South,TN,Nilgiris,Glenmorgan Viewpoint,Nature/Viewpoint/Tea Estate,Year-round,0,200-500,1 Hour,Low,Nature Lovers,Coimbatore Airport
South,TN,Nilgiris,Avalanche Lake Ooty,Nature/Lake/Forest,Sep-May,0,500-1500,2 Hours,Low,Families,Coimbatore Airport
South,TN,Salem,Lady's Seat Yercaud,Nature/Viewpoint,Year-round,0,200-500,1 Hour,Low,Photography,Salem Airport
South,TN,Salem,Gent's Seat Yercaud,Nature/Viewpoint,Year-round,0,200-500,1 Hour,Low,Photography,Salem Airport
